id,date,estimatedTotalAmt,transType,title,awardeeName
1545892,2015-06-25,60500,Contract Interagency Agreement,GPO PKI Certificate Servies,Government Printing Office
1544220,2015-07-06,1502080,Contract Interagency Agreement,Telecommunications Services,"GSA, HEARTLAND FINANCE CENTER 6BC"
1723438,2017-02-07,140000,Contract Interagency Agreement,Cyber Security Assessment and Management System,Department of Justice
1736416,2017-03-24,150000,Contract Interagency Agreement,NSF/18F GSA Content Management System and WebSite Redesign,18F GSA
1745716,2017-07-14,30000,Contract Interagency Agreement,Website Modernization Cloud.gov environment support,18F GSA
1926047,2019-03-14,204232,Contract Interagency Agreement,CDM Defend E license renewals,GENERAL SERVICES ADMINISTRATION
1942451,2019-07-22,38500,Contract Interagency Agreement,Foresee support for Research.Gov,Department of Treasury
1952961,2019-09-16,399400,Contract Interagency Agreement,NASA Interactive Panel Reviews,National Aeronautics and Space Administration
