id,date,estimatedTotalAmt,transType,title,awardeeName
1505584,2014-10-29,2511,Contract Interagency Agreement,Bureau of Public Debt/Administrative Resource Center,Department of Treasury
1660043,2016-09-06,4510,Contract Interagency Agreement,Interagency Agreement - NSF & OPM,"PERSONNEL MANAGEMENT, U S OFFICE OF"
1754226,2017-08-02,93000,Contract Interagency Agreement,Interagency Agreement,GENERAL SERVICES ADMINISTRATION
1818503,2018-07-24,7125,Contract Interagency Agreement,Alternative Dispute Resolution,UNITED STATES POSTAL SERVICE
2013060,2020-01-09,64767,Contract Interagency Agreement,Reimbursable Detail,Small Business Administration
